0;2;20240603070002;430106000000020081;望青路与青山路交叉口;2;4
0;2;20240603070051;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
1;2;20240603071642;430106000000020061;尖山路与旺龙路交叉口;3;3
1;2;20240603071829;430106000000012456;青山路与尖山路交叉口;2;4
1;2;20240603072005;430106000000020067;青山路与旺龙路西交叉口;3;1
2;2;20240603070008;430106000000010513;青山路与旺龙路西交叉口;2;1
2;2;20240603071737;430106000000010508;青山路与尖山路交叉口;2;2
3;2;20240603070122;430106000000020063;尖山路与旺龙路交叉口;3;2
3;2;20240603070425;430106000000020081;望青路与青山路交叉口;2;4
3;2;20240603070520;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
4;2;20240603070419;430106000000020061;尖山路与旺龙路交叉口;3;3
4;2;20240603070854;430106000000020066;青山路与旺龙路西交叉口;2;4
5;2;20240603070642;430106000000019057;岳麓大道与麓谷大道交叉口;3;1
5;2;20240603071007;430106000000020060;尖山路与旺龙路交叉口;2;1
6;2;20240603071115;430106000000019051;望青路与青山路交叉口;0;2
6;2;20240603071234;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
7;2;20240603070126;430106000000019058;岳麓大道与麓谷大道交叉口;1;2
7;2;20240603071852;430106000000019051;望青路与青山路交叉口;0;2
8;2;20240603070214;430106000000010506;青山路与尖山路交叉口;1;1
8;2;20240603070516;430106000000010550;旺龙路与岳麓大道桥下路口;1;1
9;52;20240603070351;430106000000012456;青山路与尖山路交叉口;2;4
9;52;20240603070457;430106000000020067;青山路与旺龙路西交叉口;3;1
9;52;20240603070841;430106000000010549;旺龙路与岳麓大道桥下路口;1;4
9;52;20240603071636;430106000000020063;尖山路与旺龙路交叉口;3;2
10;52;20240603070041;430106000000012456;青山路与尖山路交叉口;2;4
10;52;20240603070624;430106000000010549;旺龙路与岳麓大道桥下路口;1;4
11;52;20240603070137;430106000000020069;青山路与旺龙路西交叉口;1;3
11;52;20240603071224;430106000000010550;旺龙路与岳麓大道桥下路口;1;1
12;2;20240603070958;430106000000020168;岳麓大道与麓谷大道交叉口;3;3
12;2;20240603071808;430106000000020060;尖山路与旺龙路交叉口;2;1
13;52;20240603071632;430106000000012457;青山路与尖山路交叉口;3;1
13;52;20240603071741;430106000000020062;尖山路与旺龙路交叉口;2;3
13;52;20240603071942;430106000000020081;望青路与青山路交叉口;1;4
14;1;20240603071032;430106000000010550;旺龙路与岳麓大道桥下路口;1;1
14;1;20240603071411;430106000000019058;岳麓大道与麓谷大道交叉口;2;2
15;52;20240603070626;430106000000010508;青山路与尖山路交叉口;1;2
15;52;20240603071909;430106000000020062;尖山路与旺龙路交叉口;3;3
16;2;20240603070645;430106000000010508;青山路与尖山路交叉口;2;2
16;2;20240603071034;430106000000019051;望青路与青山路交叉口;0;2
16;2;20240603071224;430106000000020086;岳麓大道与麓谷大道交叉口;1;4
17;52;20240603070608;430106000000019058;岳麓大道与麓谷大道交叉口;1;2
17;52;20240603070838;430106000000019049;望青路与青山路交叉口;2;3
17;52;20240603070959;430106000000020060;尖山路与旺龙路交叉口;2;1
18;52;20240603071712;430106000000012399;旺龙路与岳麓大道桥下路口;2;3
18;52;20240603071912;430106000000020070;青山路与旺龙路西交叉口;3;3
19;52;20240603070858;430106000000012457;青山路与尖山路交叉口;3;1
19;52;20240603071033;430106000000020061;尖山路与旺龙路交叉口;3;3
20;2;20240603071831;430106000000020070;青山路与旺龙路西交叉口;3;3
20;2;20240603071933;430106000000010508;青山路与尖山路交叉口;1;2
21;52;20240603070241;430106000000019058;岳麓大道与麓谷大道交叉口;2;2
21;52;20240603070446;430106000000019049;望青路与青山路交叉口;2;3
21;52;20240603070806;430106000000020060;尖山路与旺龙路交叉口;2;1
22;2;20240603070254;430106000000012457;青山路与尖山路交叉口;3;1
22;2;20240603071201;430106000000020068;青山路与旺龙路西交叉口;2;1
23;52;20240603070127;430106000000020065;青山路与旺龙路西交叉口;3;4
23;52;20240603070324;430106000000012397;旺龙路与岳麓大道桥下路口;3;4
24;51;20240603070221;430106000000010504;青山路与尖山路交叉口;1;4
24;51;20240603070824;430106000000019051;望青路与青山路交叉口;0;2
24;51;20240603070949;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
25;2;20240603070032;430106000000020081;望青路与青山路交叉口;2;4
25;2;20240603070230;430106000000020086;岳麓大道与麓谷大道交叉口;2;4
26;52;20240603070135;430106000000019055;岳麓大道与麓谷大道交叉口;3;3
26;52;20240603070815;430106000000020060;尖山路与旺龙路交叉口;2;1
27;52;20240603070658;430106000000020070;青山路与旺龙路西交叉口;3;3
